,Species,Indentation_line,x,y,H,E,C,Ca,F,Fe,Mg,Na,O,P
1013,HSa,1,58.5862068966,107.275862069,3.106146,79.214172,0.022608553,0.2139341506,0.0011267375,0.0023781213,0.0097814589,0.0127155685,0.0824461848,0.1853064906
1014,HSa,1,60.5517241379,107.9655172414,3.109719,73.782059,0.0232686867,0.1990307106,0.003078437,0.0010463734,0.0094149002,0.0138644471,0.0883636065,0.1782008282
1015,HSa,1,62.5172413793,108.6551724138,3.223191,76.398396,0.0179269343,0.203667227,0.0038845381,0.0017360285,0.0091123047,0.0159694944,0.0849112305,0.1761392431
1016,HSa,1,64.4827586207,109.3448275862,3.824133,84.655343,0.0180540408,0.2097396367,0.0020927467,0.0020689655,0.0095124851,0.0170470294,0.0869883964,0.1874869818
1017,HSa,1,66.4482758621,110.0344827586,3.181386,75.407249,0.0150272664,0.2209373078,0.0014030916,0.0021034073,0.0085956784,0.016705072,0.0905531182,0.2062724999
1018,HSa,1,68.4137931034,110.724137931,2.857194,74.040375,0.0168772807,0.2123088278,0.0021640904,0.0018787158,0.0109303374,0.0133174792,0.0971257534,0.2087826479
1019,HSa,1,70.3793103448,111.4137931034,3.023201,74.432321,0.0186575915,0.1955217516,0.002901308,0.0018073722,0.0107728894,0.0118537045,0.0957931855,0.2007306573
1020,HSa,1,72.3448275862,112.1034482759,3.475005,80.065934,0.0207601788,0.2040682275,0.0027578006,0.0013079667,0.012175981,0.0103669687,0.0916298331,0.2052072656
1021,HSa,1,74.3103448276,112.7931034483,2.960304,74.09232,0.0195038747,0.216960925,0.0036893682,0.0037607118,0.0110344828,0.0107901103,0.0847496822,0.2187371356
1022,HSa,1,76.275862069,113.4827586207,3.136559,73.718867,0.0214916561,0.2274484399,0.0044946492,0.0054016155,0.0103891098,0.0127532904,0.0797720284,0.1957981057
1023,HSa,1,78.2413793103,114.1724137931,2.662038,68.142485,0.0243043995,0.2195038747,0.0036147444,0.0037336504,0.0078715815,0.0108967157,0.0834761573,0.1743679528
1024,HSa,1,80.2068965517,114.8620689655,3.198685,76.832653,0.0193702079,0.2324687359,0.00411825,0.004371643,0.0076140883,0.010059453,0.0893230555,0.1778137685
1025,HSa,1,82.1724137931,115.5517241379,3.732366,80.511648,0.0158686293,0.2256017057,0.0042683177,0.0032047234,0.0078002378,0.0098929845,0.0874443397,0.1800647833
1026,HSa,1,84.1379310345,116.2413793103,3.526944,75.875858,0.0171003321,0.215254418,0.0045659929,0.001902497,0.0091319857,0.0102021403,0.1087301652,0.1815597195
1027,HSa,1,86.1034482759,116.9310344828,3.320775,74.066934,0.014530321,0.2067965066,0.0040665874,0.0028111034,0.0084324901,0.0147533724,0.1077149535,0.1767706753
1028,HSa,1,88.0689655172,117.6206896552,3.556473,71.254197,0.0133297798,0.2222879167,0.004351962,0.0032818074,0.0091975891,0.0164631596,0.1041264504,0.190079134
1029,HSa,1,90.0344827586,118.3103448276,2.465702,56.915312,0.013255156,0.2151650334,0.0033769322,0.0030038132,0.0107179466,0.0146566075,0.0865275329,0.1891303456
1030,HSa,1,92,119,1.336278,44.748433,0.02,0.204137931,0.0020689655,0.0020689655,0.0096551724,0.0117241379,0.0717241379,0.1737931034
1031,HSa,1,93.9655172414,119.6896551724,1.360633,40.366724,0.0350518676,0.189294354,0.0025445898,0.0029964328,0.0123604904,0.0128270942,0.0734618066,0.1549641232
1032,HSa,1,95.9310344828,120.3793103448,1.402054,40.301939,0.0367780557,0.1748017549,0.0023305589,0.0016523843,0.0148156956,0.0113559392,0.0783656566,0.1652335069
1033,HSa,1,97.8965517241,121.0689655172,1.021576,31.344721,0.0294419615,0.1724334741,0.0021501497,0.0020214031,0.0125326992,0.0122235434,0.0854926401,0.1666480791
1034,HSa,1,99.8620689655,121.7586206897,1.374296,36.685517,0.0269678954,0.1766001066,0.0050424372,0.0013793103,0.0094870638,0.0138898684,0.0852089057,0.1674623806
1035,HSa,1,101.8275862069,122.4482758621,1.280021,34.463105,0.0264143671,0.179726106,0.0053089508,0.0006896552,0.010528517,0.0130378449,0.0898396818,0.1749887244
1036,HSa,1,103.7931034483,123.1379310345,1.467114,39.195265,0.0332699168,0.1755504531,0.0042330559,0.0012366231,0.0115814507,0.0121284185,0.0907892903,0.161097216
1037,HSa,1,105.7586206897,123.8275862069,1.297181,33.25629,0.0406330723,0.1815211776,0.0039427611,0.0026872771,0.0119857313,0.0100209111,0.0946631678,0.1428963877
1038,HSa,1,107.724137931,124.5172413793,1.061861,29.310263,0.0383861577,0.1682176391,0.0044470868,0.004137931,0.0132256345,0.009685514,0.0862068966,0.1439132396
1039,HSa,1,109.6896551724,125.2068965517,1.212807,31.009842,0.0328721965,0.1748361966,0.0032137439,0.0018787158,0.0123457296,0.0076747714,0.0825470499,0.1487326254
1040,HSa,1,111.6551724138,125.8965517241,0.918843,29.533987,0.0302275616,0.1774037476,0.0025208086,0.0016179425,0.0075862069,0.0107942105,0.0848767887,0.1479043831
1041,HSa,1,113.6206896552,126.5862068966,1.335408,33.686513,0.0344245357,0.1714453237,0.0013793103,0.0029595309,0.0078584608,0.0136979786,0.0796564025,0.1573504449
1042,HSa,1,115.5862068966,127.275862069,1.291335,32.178203,0.0365755054,0.1608749846,0.0011890606,0.0032580262,0.0085522162,0.0121940219,0.0728656361,0.1600844643
1043,HSa,1,117.5517241379,127.9655172414,1.244492,31.242561,0.0317347985,0.1592693427,0.0017598098,0.0013899709,0.0079929476,0.0123506499,0.0730608061,0.1537611218
1044,HSa,1,119.5172413793,128.6551724138,1.252799,30.905161,0.037293862,0.1559719546,0.003353151,0.000332937,0.010412071,0.0143794334,0.0743244905,0.1513477387
1045,HSa,1,121.4827586207,129.3448275862,1.100104,31.32708,0.0325441798,0.1672672106,0.0033055886,0.000665874,0.0119422691,0.0148197958,0.0741900037,0.1475550453
1046,HSa,1,123.4482758621,130.0344827586,1.359953,33.535453,0.0342400262,0.1760096765,0.0034376153,0.0016646849,0.0123211284,0.0111222272,0.0728738366,0.1414293329
1047,HSa,1,125.4137931034,130.724137931,1.17321,30.548761,0.0366632498,0.1751084505,0.0028701464,0.0032342449,0.0114477838,0.0119619501,0.0811980811,0.1340161548
1048,HSa,1,127.3793103448,131.4137931034,1.225894,29.701295,0.0350141457,0.173626635,0.0024970273,0.003744311,0.0159309525,0.0129501005,0.0867022018,0.1358801099
1049,HSa,1,129.3448275862,132.1034482759,1.095501,28.419379,0.0337480011,0.1726089631,0.001450654,0.0041387511,0.0158850301,0.0100348518,0.0790725327,0.1419918816
1050,HSa,1,131.3103448276,132.7931034483,1.473986,34.386837,0.03431301,0.1555791545,0.0004756243,0.0020689655,0.0127737915,0.0094854238,0.0742957891,0.1299692484
1051,HSa,1,133.275862069,133.4827586207,1.063175,27.674141,0.041922178,0.1479634261,0.0005231867,0.0006896552,0.0142211653,0.0084390504,0.0802845545,0.1309943007
1052,HSa,1,135.2413793103,134.1724137931,0.974138,27.098661,0.0399622781,0.1424789864,0.0024019025,0.0007798598,0.0149346017,0.0104875149,0.0877010128,0.1586953135
1053,HSa,1,137.2068965517,134.8620689655,1.402842,32.936061,0.0349739637,0.151824183,0.0034482759,0.0015219976,0.0120890565,0.0142925089,0.0849776539,0.157549715
1054,HSa,1,139.1724137931,135.5517241379,1.320918,31.526047,0.0286334003,0.1624724261,0.0031333798,0.0023781213,0.0103390873,0.013352741,0.0839895035,0.1383886178
1055,HSa,1,141.1379310345,136.2413793103,1.424192,31.696088,0.0253261716,0.1612390832,0.0028537455,0.0019738407,0.0105112961,0.0102505228,0.0746976096,0.1342260855
1056,HSa,1,143.1034482759,136.9310344828,0.94596,28.458927,0.0256312272,0.1551158309,0.0026872771,0.0006896552,0.0137406208,0.0064586494,0.0844807085,0.1467415638
1057,HSa,1,145.0689655172,137.6206896552,1.367128,31.885506,0.0344770183,0.154548362,0.0013793103,0.0006896552,0.0126458649,0.0080798721,0.0732822174,0.154471278
1058,HSa,1,147.0344827586,138.3103448276,1.363424,33.005173,0.0389683874,0.1607601788,0.0009914306,0.0006896552,0.0110656443,0.0096313912,0.076431178,0.1531231293
1059,HSa,1,149,139,1.443078,31.918586,0.035862069,0.1572413793,0.0034482759,0.0006896552,0.0131034483,0.0075862069,0.0875862069,0.1544827586
1060,HSa,1,150.9655172414,139.6896551724,1.362883,30.82674,0.0353462627,0.1670687605,0.0043043995,0.0022206733,0.0164492189,0.0126589856,0.0845200705,0.1464627496
1061,HSa,1,152.9310344828,140.3793103448,1.517607,33.853743,0.0314330231,0.1672114478,0.0021640904,0.0031095986,0.0171339538,0.0147271311,0.0771872566,0.1518660052
1062,HSa,1,154.8965517241,141.0689655172,1.4013,32.120036,0.0296789536,0.1862298577,0.0034958383,0.0027586207,0.0177883472,0.0117807208,0.0760244372,0.141077535
1063,HSa,1,156.8620689655,141.7586206897,1.316537,31.272304,0.0361031613,0.175509451,0.0026634958,0.000999631,0.0134872278,0.0079166838,0.0692057895,0.1542433064
1064,HSa,1,158.8275862069,142.4482758621,1.387752,30.952023,0.0307909303,0.1563508139,0.0037574316,0.0004280618,0.0138587068,0.0116880561,0.0673910369,0.1512722949
1065,HSa,1,160.7931034483,143.1379310345,1.611191,33.306562,0.0318381237,0.157804748,0.0039476813,0.0006896552,0.0130673664,0.0109393579,0.0761080815,0.138783878
1066,HSa,1,162.7586206897,143.8275862069,1.420021,33.194927,0.0366944114,0.1540743778,0.0029250892,0.0001189061,0.0141498216,0.0141498216,0.088294723,0.1503431875
1067,HSa,1,164.724137931,144.5172413793,1.23327,27.803411,0.0364976014,0.1527713313,0.0036385256,0.0013317479,0.0112107918,0.0131444504,0.0908368527,0.15431465
1068,HSa,1,166.6896551724,145.2068965517,1.282407,28.137771,0.0362122268,0.1534806675,0.0031866825,0.0014777154,0.0074804215,0.0120603551,0.0890745828,0.1501012752
1069,HSa,1,168.6551724138,145.8965517241,1.322045,28.743274,0.0351478125,0.1575751363,0.0035187995,0.0024494649,0.0086309402,0.0060633892,0.0907515683,0.1407421378
1070,HSa,1,170.6206896552,146.5862068966,1.280447,29.343386,0.0334257247,0.1515068268,0.0042568371,0.0035565214,0.0133994834,0.0047693632,0.0934470458,0.1443470417
1071,HSa,1,172.5862068966,147.275862069,1.252054,27.642873,0.0367969166,0.147960966,0.0038525565,0.0035671819,0.0154012055,0.0044782484,0.0894132601,0.1511304277
1072,HSa,1,174.5517241379,147.9655172414,1.028685,27.22141,0.0410299725,0.1497388167,0.0023781213,0.0028168437,0.0146197056,0.0086325803,0.0862651195,0.1500405921
1073,HSa,1,176.5172413793,148.6551724138,1.372512,29.024682,0.0362696298,0.1330755669,0.0015974415,0.0023067776,0.0101701587,0.0096633728,0.0893738981,0.1447078601
1074,HSa,1,178.4827586207,149.3448275862,1.190777,26.719688,0.0344081348,0.1274779614,0.0028537455,0.0025404896,0.0106064209,0.0100635532,0.0836491861,0.1360211571
1075,HSa,1,180.4482758621,150.0344827586,1.103331,25.458068,0.0352519578,0.136922383,0.004137931,0.0020558448,0.0101914798,0.0102734839,0.0772700808,0.1467596047
1076,HSa,1,182.4137931034,150.724137931,1.403502,29.488788,0.0412456435,0.1427799418,0.0047562426,0.001783591,0.0111845504,0.0124925171,0.073412604,0.1440944688
1077,HSa,1,184.3793103448,151.4137931034,1.211887,27.870847,0.0497978597,0.1438869982,0.0030439952,0.0005125261,0.0151010702,0.0125326992,0.077862971,0.1403148961
1078,HSa,1,186.3448275862,152.1034482759,1.173543,27.250766,0.0574488499,0.1370544098,0.0014039116,0.001450654,0.0191676576,0.0116757555,0.0797343064,0.1293673377
1079,HSa,1,188.3103448276,152.7931034483,1.028288,25.820208,0.0598614129,0.1399786789,0.0012366231,0.0015933413,0.0185526262,0.0125121981,0.0738267252,0.1421878716
1080,HSa,1,190.275862069,153.4827586207,1.026291,24.476813,0.0559137316,0.1520472344,0.00156956,0.0008561237,0.0162089467,0.0112722949,0.0717815409,0.1436893682
1081,HSa,1,192.2413793103,154.1724137931,1.354749,28.781795,0.0675952274,0.1456894502,0.0006896552,0,0.0125138382,0.007372176,0.0696166304,0.1425413096
1082,HSa,1,194.2068965517,154.8620689655,1.180209,26.595045,0.0721948419,0.1443872237,0.001117717,0.0006896552,0.0151051704,0.0065636147,0.0781811472,0.1339292304
1083,HSa,1,196.1724137931,155.5517241379,1.301959,28.612529,0.0673418344,0.1416417237,0.0043281807,0.0012366231,0.0166821108,0.0074550002,0.0764090369,0.1392094797
1084,HSa,1,198.1379310345,156.2413793103,1.065199,30.700262,0.0629972529,0.1465365534,0.0054458977,0.0032818074,0.012079216,0.0098675632,0.0639009389,0.150744188
1085,HSa,1,200.1034482759,156.9310344828,0.921476,23.424958,0.0618073722,0.1404887449,0.0028726065,0.0034958383,0.0101119357,0.0109820001,0.0557243019,0.1540448563
